id,title,vote_average,overview,revenue,release_date
319314,Imprint,6.7,"In the Nineteenth Century, in Japan, the American journalist Christopher is traveling through the country searching Komomo, the missing love of his life that he had abandoned years ago promising to come back to her later. He arrives in a shadowy island inhabited by whores and caftans, where he has an encounter with a deformed prostitute that tells that his beloved Komomo had passed away. He drinks sake with her and later he asks the woman to tell the story of her life. The prostitute discloses a dark and cruel story about her life and the sad fate of Komomo.",0,2006-04-07
9954,The Covenant,5.5,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,37597471,2006-09-08
10085,Unrest,5.8,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,0,2006-11-11
4474,My Super Ex-Girlfriend,5.0,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",60896147,2006-06-20
9903,The Hoax,6.4,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",11772461,2006-10-14
1441,The Contract,5.7,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",5549200,2006-04-05
4723,Southland Tales,5.0,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",374743,2006-05-15
11494,Wilderness,5.9,"Juvenile delinquents are sent to a small British island after a fellow prisoner's death, where they must fight for survival.",566098,2006-08-11
5820,The Sentinel,5.9,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,78810595,2006-04-19
12526,Bug,6.1,"In Oklahoma, Agnes, a lonely waitress living in an isolated and dilapidated roadside motel, meets Peter, a quiet and mysterious man with whom she establishes a peculiar relationship.",8095658,2006-11-11
15543,Penny Dreadful,5.5,"Young Penny goes on a retreat with her psychologist; the intention is to help her overcome her phobia, an intense fear of cars. Unexpected events find her in a nightmarish situation where her worst fears come true.",0,2006-11-10
1523,The Last King of Scotland,7.4,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",48027970,2006-01-12
10118,Material Girls,5.3,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",11449638,2006-08-18
9756,Half Light,5.9,"Rachel Carson, a best-selling crime novelist, is devastated and filled with guilt over the accidental death of her son. Hoping that a change of scenery will help alleviate her suffering, she leaves her home in the city and moves into a vacant country house owned by a friend and begins a relationship with charming local Angus. But, just as her life is taking a turn for the better, Rachel realizes she's being romanced by a ghost, leading her to doubt her own sanity.",0,2006-01-17
7516,Smokin' Aces,6.5,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",57103895,2006-12-09
9924,The Hard Corps,5.7,An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,0,2006-08-15
10032,Van Wilder 2: The Rise of Taj,5.0,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",6086508,2006-12-01
31933,The Land Before Time XII: The Great Day of the Flyers,6.3,"As the Great Day of the Flyers nears, the Great Valley's flying youngsters are eager to participate in the annual exhibition to show off their skills. Everyone, that is, except free-spirited pterodactyl Petrie, whose individualism causes problems when it comes to staying in formation. Enter his dinosaur pals Littlefoot, Cera, Spike and Ducky, who encourage Petrie to embrace his uniqueness.",0,2006-02-27
11170,We Are Marshall,6.8,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",43545364,2006-12-12
9656,Black Christmas,5.1,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one. A remake of the 1974 horror movie, Black Christmas.",21510851,2006-12-15
20982,Naruto Shippuden the Movie,7.1,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",0,2007-08-04
8363,Superbad,7.1,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,121463226,2007-03-20
675,Harry Potter and the Order of the Phoenix,7.7,"The rebellion begins! Lord Voldemort has returned, but the Ministry of Magic is doing everything it can to keep the wizarding world from knowing the truth – including appointing Ministry official Dolores Umbridge as the new Defence Against the Dark Arts professor at Hogwarts. When Umbridge refuses to teach practical defensive magic, Ron and Hermione convince Harry to secretly train a select group of students for the wizarding war that lies ahead. A terrifying showdown between good and evil awaits in this enthralling film version of the fifth novel in J.K. Rowling’s Harry Potter series. Prepare for battle!",938212738,2007-06-28
